timestamp,open,high,low,close,volume
09:30,178.50,179.10,178.42,179.05,568000
09:35,179.05,179.55,178.98,179.48,478000
09:40,179.48,179.98,179.40,179.92,642000
09:45,179.92,179.85,179.65,179.72,351000
09:50,179.72,180.15,179.65,180.08,598000
09:55,180.08,180.50,180.00,180.45,732000
10:00,180.45,180.78,180.38,180.72,418000
10:05,180.72,181.02,180.65,180.95,395000
10:10,180.95,181.28,180.88,181.22,422000
10:15,181.22,181.52,181.15,181.48,408000
10:20,181.48,181.78,181.40,181.72,455000
10:25,181.72,182.02,181.65,181.98,488000
10:30,181.98,182.28,181.90,182.22,522000
10:35,182.22,182.52,182.12,182.45,499000
10:40,182.45,182.75,182.35,182.68,533000
