timestamp,open,high,low,close,volume
09:30,141.50,141.72,141.42,141.65,145000
09:31,141.65,141.80,141.58,141.75,118000
09:32,141.75,141.88,141.68,141.82,105000
09:33,141.82,141.98,141.75,141.92,128000
09:34,141.92,142.05,141.85,142.00,112000
09:35,142.00,142.15,141.92,142.10,95000
09:36,142.10,142.28,142.02,142.22,162000
09:37,142.22,142.35,142.15,142.30,148000
09:38,142.30,142.42,142.22,142.38,98000
09:39,142.38,142.55,142.30,142.50,172000
09:40,142.50,142.68,142.42,142.62,185000
09:41,142.62,142.78,142.55,142.72,158000
09:42,142.72,142.85,142.65,142.78,108000
09:43,142.78,142.82,142.68,142.72,122000
09:44,142.72,142.78,142.58,142.65,148000
09:45,142.65,142.72,142.52,142.60,102000
