timestamp,open,high,low,close,volume
09:30,175.50,175.82,175.45,175.78,515000
09:35,175.78,175.98,175.72,175.92,498000
09:40,175.92,176.18,175.85,176.08,620000
09:45,176.08,176.00,175.78,175.90,405000
09:50,175.90,176.20,175.85,176.18,601000
09:55,176.18,176.45,176.12,176.42,730000
10:00,176.42,176.60,176.38,176.58,413000
10:05,176.58,176.75,176.52,176.70,385000
10:10,176.70,176.85,176.62,176.80,412000
10:15,176.80,176.95,176.72,176.90,398000
10:20,176.90,177.05,176.82,177.00,445000
10:25,177.00,177.15,176.92,177.10,478000
10:30,177.10,177.25,177.02,177.20,512000
10:35,177.20,177.32,177.12,177.28,489000
10:40,177.28,177.40,177.18,177.35,523000
10:45,177.35,177.48,177.25,177.42,556000
10:50,177.42,177.55,177.32,177.50,578000
10:55,177.50,177.62,177.40,177.58,612000
11:00,177.58,177.70,177.48,177.65,645000
11:05,177.65,177.78,177.55,177.72,678000
